org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,534
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,646
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,535
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,536
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,538
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,539
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,540
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,541
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,source,526
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,sink,561
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,sink,500
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,sink,567
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,sink,602
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,sink,475
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,sink,620
org.elasticsearch.river.mongodb.MongoDBRiverDefinition,sink,655
