org.elasticsearch.river.mongodb.Slurper,sink,288
org.elasticsearch.river.mongodb.Slurper,sink,289
org.elasticsearch.river.mongodb.Slurper,sink,290
org.elasticsearch.river.mongodb.Slurper,sink,322
org.elasticsearch.river.mongodb.Slurper,sink,291
org.elasticsearch.river.mongodb.Slurper,sink,292
org.elasticsearch.river.mongodb.Slurper,sink,293
org.elasticsearch.river.mongodb.Slurper,sink,294
org.elasticsearch.river.mongodb.Slurper,sink,295
org.elasticsearch.river.mongodb.Slurper,sink,297
org.elasticsearch.river.mongodb.Slurper,sink,298
org.elasticsearch.river.mongodb.Slurper,sink,286
org.elasticsearch.river.mongodb.Slurper,sink,287
org.elasticsearch.river.mongodb.Slurper,source,315
org.elasticsearch.river.mongodb.Slurper,source,331
org.elasticsearch.river.mongodb.Slurper,source,302
