project;merge commit;className;method;left modifications;left deletions;right modifications;right deletions
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;payUpdateCustBalSQL;[38, 39];[];[38, 39];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;getCustomerByName(int, int, String);[382];[];[382];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;payUpdateCustBalCdataSQL;[35, 36, 37];[];[35, 36, 37];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;getCustomerById(int, int, int, Connection);[365];[];[365];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;payGetCustCdataSQL;[34];[];[34];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;payUpdateDistSQL;[27];[];[27];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;customerByNameSQL;[42, 43, 44, 45];[];[42, 43, 44, 45];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;payGetCustSQL;[32, 33, 30, 31];[];[32, 33, 30, 31];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;payGetDistSQL;[28, 29];[];[28, 29];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.Payment;paymentTransaction(int, int, float, int, int, int, String, boolean, Connection, TPCCWorker);[174, 206, 175, 176, 177, 178, 179, 149, 150, 151, 152, 153, 154];[];[174, 206, 175, 176, 177, 178, 179, 149, 150, 151, 152, 153, 154];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.catalog.Catalog;getOriginalTableNames();[293, 294, 295, 296, 297, 298, 299];[];[293, 294, 295, 296, 297, 298, 299];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.DBWorkload;main(String[]);[128, 129, 130, 131, 136, 138, 139, 159, 160, 161, 162, 163, 164, 165, 166, 436, 181, 440, 441, 444, 445, 447, 448, 449, 450, 452, 453, 454, 456, 457, 458, 459, 460, 462, 463, 464, 465, 339, 340, 468, 341, 470, 343, 471, 352, 353, 482, 483, 486, 487, 489, 490, 492, 493, 494, 495, 497, 498, 499, 127];[];[128, 129, 130, 131, 136, 138, 139, 159, 160, 161, 162, 163, 164, 165, 166, 436, 181, 440, 441, 444, 445, 447, 448, 449, 450, 452, 453, 454, 456, 457, 458, 459, 460, 462, 463, 464, 465, 339, 340, 468, 341, 470, 343, 471, 352, 353, 482, 483, 486, 487, 489, 490, 492, 493, 494, 495, 497, 498, 499, 127];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.auctionmark.AuctionMarkProfile;loadProfile(AuctionMarkWorker);[409, 410];[];[409, 410];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.auctionmark.util.AuctionMarkUtil;ITEM_ID_MASK;[67];[];[67];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.auctionmark.util.AuctionMarkUtil;getUniqueElementId(long, int);[80, 81, 82, 83, 77, 78, 79];[];[80, 81, 82, 83, 77, 78, 79];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.api.MockBenchmark;getDatabaseDDL(DatabaseType);[39];[];[39];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.Results;writeCSV(int, PrintStream);[90, 91];[];[90, 91];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus;ordStatGetNewestOrdSQL;[23, 24, 25];[];[23, 24, 25];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus;customerByNameSQL;[39, 40, 41, 42];[];[39, 40, 41, 42];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus;orderStatusTransaction(int, int, int, String, boolean, Connection, TPCCWorker);[128, 129, 132, 133, 149, 134, 151, 153, 156, 158, 159];[];[128, 129, 132, 133, 149, 134, 151, 153, 156, 158, 159];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus;ordStatGetOrderLinesSQL;[32, 27, 28, 30, 31];[];[32, 27, 28, 30, 31];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus;payGetCustSQL;[34, 35, 36, 37];[];[34, 35, 36, 37];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus;getCustomerByName(int, int, String);[230];[];[230];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus;getCustomerById(int, int, int, Connection);[96];[];[96];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.api.BenchmarkModule;getDatabaseDDL(DatabaseType);[190];[];[190];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.api.BenchmarkModule;runScript(String);[255];[];[255];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.api.BenchmarkModule;createDatabase(DatabaseType, Connection);[240, 237];[];[240, 237];[]
oltpbench;fc81095071ce840208ca5185788607afd6e6b1c5;com.oltpbenchmark.api.BenchmarkModule;clearDatabase();[305, 306, 307, 308, 309, 310];[];[305, 306, 307, 308, 309, 310];[]
