elasticsearch-river-mongodb,3d4f99516ba3177f7d88a1f600923138a8b77cc8,false,17.0,541.2781170525925,10.677078252031311,167.37980762326143,6.0,0
fitnesse,4d9ba9d221d879507440feb084fa7521b95111ec,false,107.49883720301351,3602.9987510405826,11.313708498984761,124.36237373096414,6.0,9
MPAndroidChart,af114d180da6ec5633d32c701ff5467f7629fcf3,false,55.991070716677676,1592.9406768615083,75.2994023880668,2827.7128567094646,3.0,0
MPAndroidChart,9531ba69895cd64fce48038ffd8df2543eeea1d2,false,29.0,755.9464266732134,12.12435565298214,172.08718720462602,5.0,0
netty,193acdb36cd3da9bfc62dd69c4208dff3f0a2b1b,false,18.973665961010276,2232.659400804341,24.979991993593593,677.6149349003459,3.0,10
jOOQ,d96120f327107feb1ebb15e7c090dc38eeff72ca,false,29.49576240750525,3946.499968326365,1.0,14.832396974191326,1.0,0
OpenTripPlanner,4c506dce43775704919d084f0acfba86d251bf4a,false,76.99350621968063,6768.471910261577,52.96225070746144,1294.6486009724802,4.898979485566356,2
webbit,74d2d2b87704d003acacb34e4ca8fb5f897b938f,false,19.0,526.4978632435274,23.323807579381203,437.90409909020036,0.0,0
spring-boot,af20dc6cc45c032573413c401f9f73aa75371744,false,288.37475617675,7553.865566714832,65.37583651472461,306.6170249676296,0.0,0
spring-boot,ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c,false,203.48218595248088,5360.18162005729,68.10286337592568,0.0,4.47213595499958,1
